theta_rad,phi_rad,gain_db
-0.816814,-3.01593,0
-0.753982,-3.01593,0
-0.69115,-3.01593,0
-0.628319,-3.01593,0
-0.565487,-3.01593,0
-0.502655,-3.01593,0
-0.439823,-3.01593,0
-0.376991,-3.01593,0
-0.314159,-3.01593,0
-0.251327,-3.01593,0
-0.188496,-3.01593,0
-0.125664,-3.01593,0
-0.0628319,-3.01593,0
2.77556e-15,-3.01593,0
0.0628319,-3.01593,0
0.125664,-3.01593,0
0.188496,-3.01593,0
0.251327,-3.01593,0
0.314159,-3.01593,0
0.376991,-3.01593,0
0.439823,-3.01593,0
0.502655,-3.01593,0
0.565487,-3.01593,0
0.628319,-3.01593,0
0.69115,-3.01593,0
0.753982,-3.01593,0
0.816814,-3.01593,0
0.879646,-3.01593,0
0.942478,-3.01593,0
1.00531,-3.01593,0
1.06814,-3.01593,0
1.13097,-3.01593,0
1.19381,-3.01593,0
1.25664,-3.01593,0
1.31947,-3.01593,0
1.3823,-3.01593,0
1.44513,-3.01593,0
1.50796,-3.01593,0
1.5708,-3.01593,0
1.63363,-3.01593,0
1.69646,-3.01593,0
1.75929,-3.01593,0
1.82212,-3.01593,0
1.88496,-3.01593,0
1.94779,-3.01593,0
2.01062,-3.01593,0
2.07345,-3.01593,0
2.13628,-3.01593,0
2.19911,-3.01593,0
2.26195,-3.01593,0
2.32478,-3.01593,0
2.38761,-3.01593,0
2.45044,-3.01593,0
2.51327,-3.01593,0
2.57611,-3.01593,0
2.63894,-3.01593,0
2.70177,-3.01593,0
2.7646,-3.01593,0
2.82743,-3.01593,0
2.89027,-3.01593,0
2.9531,-3.01593,0
3.01593,-3.01593,0
3.07876,-3.01593,0
-3.14159,-2.9531,0
-3.07876,-2.9531,0
-3.01593,-2.9531,0
-2.9531,-2.9531,0
-2.89027,-2.9531,0
-2.82743,-2.9531,0
-2.7646,-2.9531,0
-2.70177,-2.9531,0
-2.63894,-2.9531,0
-2.57611,-2.9531,0
-2.51327,-2.9531,0
-2.45044,-2.9531,0
-2.38761,-2.9531,0
-2.32478,-2.9531,0
-2.26195,-2.9531,0
-2.19911,-2.9531,0
-2.13628,-2.9531,0
-2.07345,-2.9531,0
-2.01062,-2.9531,0
-1.94779,-2.9531,0
-1.88496,-2.9531,0
-1.82212,-2.9531,0
-1.75929,-2.9531,0
-1.69646,-2.9531,0
-1.63363,-2.9531,0
-1.5708,-2.9531,0
-1.50796,-2.9531,0
-1.44513,-2.9531,0
-1.3823,-2.9531,0
-1.31947,-2.9531,0
-1.25664,-2.9531,0
-1.19381,-2.9531,0
-1.13097,-2.9531,0
-1.06814,-2.9531,0
-1.00531,-2.9531,0
-0.942478,-2.9531,0
-0.879646,-2.9531,0
-0.816814,-2.9531,0
-0.753982,-2.9531,0
-0.69115,-2.9531,0
-0.628319,-2.9531,0
-0.565487,-2.9531,0
-0.502655,-2.9531,0
-0.439823,-2.9531,0
-0.376991,-2.9531,0
-0.314159,-2.9531,0
-0.251327,-2.9531,0
-0.188496,-2.9531,0
-0.125664,-2.9531,0
-0.0628319,-2.9531,0
2.77556e-15,-2.9531,0
0.0628319,-2.9531,0
0.125664,-2.9531,0
0.188496,-2.9531,0
0.251327,-2.9531,0
0.314159,-2.9531,0
0.376991,-2.9531,0
0.439823,-2.9531,0
0.502655,-2.9531,0
0.565487,-2.9531,0
0.628319,-2.9531,0
0.69115,-2.9531,0
0.753982,-2.9531,0
0.816814,-2.9531,0
0.879646,-2.9531,0
0.942478,-2.9531,0
1.00531,-2.9531,0
1.06814,-2.9531,0
1.13097,-2.9531,0
1.19381,-2.9531,0
1.25664,-2.9531,0
1.31947,-2.9531,0
1.3823,-2.9531,0
1.44513,-2.9531,0
1.50796,-2.9531,0
1.5708,-2.9531,0
1.63363,-2.9531,0
1.69646,-2.9531,0
1.75929,-2.9531,0
1.82212,-2.9531,0
1.88496,-2.9531,0
1.94779,-2.9531,0
2.01062,-2.9531,0
2.07345,-2.9531,0
2.13628,-2.9531,0
2.19911,-2.9531,0
2.26195,-2.9531,0
2.32478,-2.9531,0
2.38761,-2.9531,0
2.45044,-2.9531,0
2.51327,-2.9531,0
2.57611,-2.9531,0
2.63894,-2.9531,0
2.70177,-2.9531,0
2.7646,-2.9531,0
2.82743,-2.9531,0
2.89027,-2.9531,0
2.9531,-2.9531,0
3.01593,-2.9531,0
3.07876,-2.9531,0
-3.14159,-2.89027,0
-3.07876,-2.89027,0
-3.01593,-2.89027,0
-2.9531,-2.89027,0
-2.89027,-2.89027,0
-2.82743,-2.89027,0
-2.7646,-2.89027,0
-2.70177,-2.89027,0
-2.63894,-2.89027,0
-2.57611,-2.89027,0
-2.51327,-2.89027,0
-2.45044,-2.89027,0
-2.38761,-2.89027,0
-2.32478,-2.89027,0
-2.26195,-2.89027,0
-2.19911,-2.89027,0
-2.13628,-2.89027,0
-2.07345,-2.89027,0
-2.01062,-2.89027,0
-1.94779,-2.89027,0
-1.88496,-2.89027,0
-1.82212,-2.89027,0
-1.75929,-2.89027,0
-1.69646,-2.89027,0
-1.63363,-2.89027,0
-1.5708,-2.89027,0
-1.50796,-2.89027,0
-1.44513,-2.89027,0
-1.3823,-2.89027,0
-1.31947,-2.89027,0
-1.25664,-2.89027,0
-1.19381,-2.89027,0
-1.13097,-2.89027,0
-1.06814,-2.89027,0
-1.00531,-2.89027,0
-0.942478,-2.89027,0
-0.879646,-2.89027,0
-0.816814,-2.89027,0
-0.753982,-2.89027,0
-0.69115,-2.89027,0
-0.628319,-2.89027,0
-0.565487,-2.89027,0
-0.502655,-2.89027,0
-0.439823,-2.89027,0
-0.376991,-2.89027,0
-0.314159,-2.89027,0
-0.251327,-2.89027,0
-0.188496,-2.89027,0
-0.125664,-2.89027,0
-0.0628319,-2.89027,0
2.77556e-15,-2.89027,0
0.0628319,-2.89027,0
0.125664,-2.89027,0
0.188496,-2.89027,0
0.251327,-2.89027,0
0.314159,-2.89027,0
0.376991,-2.89027,0
0.439823,-2.89027,0
0.502655,-2.89027,0
0.565487,-2.89027,0
0.628319,-2.89027,0
0.69115,-2.89027,0
0.753982,-2.89027,0
0.816814,-2.89027,0
0.879646,-2.89027,0
0.942478,-2.89027,0
1.00531,-2.89027,0
1.06814,-2.89027,0
1.13097,-2.89027,0
1.19381,-2.89027,0
1.25664,-2.89027,0
1.31947,-2.89027,0
1.3823,-2.89027,0
1.44513,-2.89027,0
1.50796,-2.89027,0
1.5708,-2.89027,0
1.63363,-2.89027,0
1.69646,-2.89027,0
1.75929,-2.89027,0
1.82212,-2.89027,0
1.88496,-2.89027,0
1.94779,-2.89027,0
2.01062,-2.89027,0
2.07345,-2.89027,0
2.13628,-2.89027,0
2.19911,-2.89027,0
2.26195,-2.89027,0
2.32478,-2.89027,0
2.38761,-2.89027,0
2.45044,-2.89027,0
2.51327,-2.89027,0
2.57611,-2.89027,0
2.63894,-2.89027,0
2.70177,-2.89027,0
2.7646,-2.89027,0
2.82743,-2.89027,0
2.89027,-2.89027,0
2.9531,-2.89027,0
3.01593,-2.89027,0
3.07876,-2.89027,0
-3.14159,-2.82743,0
-3.07876,-2.82743,0
-3.01593,-2.82743,0
-2.9531,-2.82743,0
-2.89027,-2.82743,0
-2.82743,-2.82743,0
-2.7646,-2.82743,0
-2.70177,-2.82743,0
-2.63894,-2.82743,0
-2.57611,-2.82743,0
-2.51327,-2.82743,0
-2.45044,-2.82743,0
-2.38761,-2.82743,0
-2.32478,-2.82743,0
-2.26195,-2.82743,0
-2.19911,-2.82743,0
-2.13628,-2.82743,0
-2.07345,-2.82743,0
-2.01062,-2.82743,0
-1.94779,-2.82743,0
-1.88496,-2.82743,0
-1.82212,-2.82743,0
-1.75929,-2.82743,0
-1.69646,-2.82743,0
-1.63363,-2.82743,0
-1.5708,-2.82743,0
-1.50796,-2.82743,0
-1.44513,-2.82743,0
-1.3823,-2.82743,0
-1.31947,-2.82743,0
-1.25664,-2.82743,0
-1.19381,-2.82743,0
-1.13097,-2.82743,0
-1.06814,-2.82743,0
-1.00531,-2.82743,0
-0.942478,-2.82743,0
-0.879646,-2.82743,0
-0.816814,-2.82743,0
-0.753982,-2.82743,0
-0.69115,-2.82743,0
-0.628319,-2.82743,0
-0.565487,-2.82743,0
-0.502655,-2.82743,0
-0.439823,-2.82743,0
-0.376991,-2.82743,0
-0.314159,-2.82743,0
-0.251327,-2.82743,0
-0.188496,-2.82743,0
-0.125664,-2.82743,0
-0.0628319,-2.82743,0
2.77556e-15,-2.82743,0
0.0628319,-2.82743,0
0.125664,-2.82743,0
0.188496,-2.82743,0
0.251327,-2.82743,0
0.314159,-2.82743,0
0.376991,-2.82743,0
0.439823,-2.82743,0
0.502655,-2.82743,0
0.565487,-2.82743,0
0.628319,-2.82743,0
0.69115,-2.82743,0
0.753982,-2.82743,0
0.816814,-2.82743,0
0.879646,-2.82743,0
0.942478,-2.82743,0
1.00531,-2.82743,0
1.06814,-2.82743,0
1.13097,-2.82743,0
1.19381,-2.82743,0
1.25664,-2.82743,0
1.31947,-2.82743,0
1.3823,-2.82743,0
1.44513,-2.82743,0
1.50796,-2.82743,0
1.5708,-2.82743,0
1.63363,-2.82743,0
1.69646,-2.82743,0
1.75929,-2.82743,0
1.82212,-2.82743,0
1.88496,-2.82743,0
1.94779,-2.82743,0
2.01062,-2.82743,0
2.07345,-2.82743,0
2.13628,-2.82743,0
2.19911,-2.82743,0
2.26195,-2.82743,0
2.32478,-2.82743,0
2.38761,-2.82743,0
2.45044,-2.82743,0
2.51327,-2.82743,0
2.57611,-2.82743,0
2.63894,-2.82743,0
2.70177,-2.82743,0
2.7646,-2.82743,0
2.82743,-2.82743,0
2.89027,-2.82743,0
2.9531,-2.82743,0
3.01593,-2.82743,0
3.07876,-2.82743,0
-3.14159,-2.7646,0
-3.07876,-2.7646,0
-3.01593,-2.7646,0
-2.9531,-2.7646,0
-2.89027,-2.7646,0
-2.82743,-2.7646,0
-2.7646,-2.7646,0
-2.70177,-2.7646,0
-2.63894,-2.7646,0
-2.57611,-2.7646,0
-2.51327,-2.7646,0
-2.45044,-2.7646,0
-2.38761,-2.7646,0
-2.32478,-2.7646,0
-2.26195,-2.7646,0
-2.19911,-2.7646,0
-2.13628,-2.7646,0
-2.07345,-2.7646,0
-2.01062,-2.7646,0
-1.94779,-2.7646,0
-1.88496,-2.7646,0
-1.82212,-2.7646,0
-1.75929,-2.7646,0
-1.69646,-2.7646,0
-1.63363,-2.7646,0
-1.5708,-2.7646,0
-1.50796,-2.7646,0
-1.44513,-2.7646,0
-1.3823,-2.7646,0
-1.31947,-2.7646,0
-1.25664,-2.7646,0
-1.19381,-2.7646,0
-1.13097,-2.7646,0
-1.06814,-2.7646,0
-1.00531,-2.7646,0
-0.942478,-2.7646,0
-0.879646,-2.7646,0
-0.816814,-2.7646,0
-0.753982,-2.7646,0
-0.69115,-2.7646,0
-0.628319,-2.7646,0
-0.565487,-2.7646,0
-0.502655,-2.7646,0
-0.439823,-2.7646,0
-0.376991,-2.7646,0
-0.314159,-2.7646,0
-0.251327,-2.7646,0
-0.188496,-2.7646,0
-0.125664,-2.7646,0
-0.0628319,-2.7646,0
2.77556e-15,-2.7646,0
0.0628319,-2.7646,0
0.125664,-2.7646,0
0.188496,-2.7646,0
0.251327,-2.7646,0
0.314159,-2.7646,0
0.376991,-2.7646,0
0.439823,-2.7646,0
0.502655,-2.7646,0
0.565487,-2.7646,0
0.628319,-2.7646,0
0.69115,-2.7646,0
0.753982,-2.7646,0
0.816814,-2.7646,0
0.879646,-2.7646,0
0.942478,-2.7646,0
1.00531,-2.7646,0
1.06814,-2.7646,0
1.13097,-2.7646,0
1.19381,-2.7646,0
1.25664,-2.7646,0
1.31947,-2.7646,0
1.3823,-2.7646,0
1.44513,-2.7646,0
1.50796,-2.7646,0
1.5708,-2.7646,0
1.63363,-2.7646,0
1.69646,-2.7646,0
1.75929,-2.7646,0
1.82212,-2.7646,0
1.88496,-2.7646,0
1.94779,-2.7646,0
2.01062,-2.7646,0
2.07345,-2.7646,0
2.13628,-2.7646,0
2.19911,-2.7646,0
2.26195,-2.7646,0
2.32478,-2.7646,0
2.38761,-2.7646,0
2.45044,-2.7646,0
2.51327,-2.7646,0
2.57611,-2.7646,0
2.63894,-2.7646,0
2.70177,-2.7646,0
2.7646,-2.7646,0
2.82743,-2.7646,0
2.89027,-2.7646,0
2.9531,-2.7646,0
3.01593,-2.7646,0
3.07876,-2.7646,0
-3.14159,-2.70177,0
-3.07876,-2.70177,0
-3.01593,-2.70177,0
-2.9531,-2.70177,0
-2.89027,-2.70177,0
-2.82743,-2.70177,0
-2.7646,-2.70177,0
-2.70177,-2.70177,0
-2.63894,-2.70177,0
-2.57611,-2.70177,0
-2.51327,-2.70177,0
-2.45044,-2.70177,0
-2.38761,-2.70177,0
-2.32478,-2.70177,0
-2.26195,-2.70177,0
-2.19911,-2.70177,0
-2.13628,-2.70177,0
-2.07345,-2.70177,0
-2.01062,-2.70177,0
-1.94779,-2.70177,0
-1.88496,-2.70177,0
-1.82212,-2.70177,0
-1.75929,-2.70177,0
-1.69646,-2.70177,0
-1.63363,-2.70177,0
-1.5708,-2.70177,0
-1.50796,-2.70177,0
-1.44513,-2.70177,0
-1.3823,-2.70177,0
-1.31947,-2.70177,0
-1.25664,-2.70177,0
-1.19381,-2.70177,0
-1.13097,-2.70177,0
-1.06814,-2.70177,0
-1.00531,-2.70177,0
-0.942478,-2.70177,0
-0.879646,-2.70177,0
-0.816814,-2.70177,0
-0.753982,-2.70177,0
-0.69115,-2.70177,0
-0.628319,-2.70177,0
-0.565487,-2.70177,0
-0.502655,-2.70177,0
-0.439823,-2.70177,0
-0.376991,-2.70177,0
-0.314159,-2.70177,0
-0.251327,-2.70177,0
-0.188496,-2.70177,0
-0.125664,-2.70177,0
-0.0628319,-2.70177,0
2.77556e-15,-2.70177,0
0.0628319,-2.70177,0
0.125664,-2.70177,0
0.188496,-2.70177,0
0.251327,-2.70177,0
0.314159,-2.70177,0
0.376991,-2.70177,0
0.439823,-2.70177,0
0.502655,-2.70177,0
0.565487,-2.70177,0
0.628319,-2.70177,0
0.69115,-2.70177,0
0.753982,-2.70177,0
0.816814,-2.70177,0
0.879646,-2.70177,0
0.942478,-2.70177,0
1.00531,-2.70177,0
1.06814,-2.70177,0
1.13097,-2.70177,0
1.19381,-2.70177,0
1.25664,-2.70177,0
1.31947,-2.70177,0
1.3823,-2.70177,0
1.44513,-2.70177,0
1.50796,-2.70177,0
1.5708,-2.70177,0
1.63363,-2.70177,0
1.69646,-2.70177,0
1.75929,-2.70177,0
1.82212,-2.70177,0
1.88496,-2.70177,0
1.94779,-2.70177,0
2.01062,-2.70177,0
2.07345,-2.70177,0
2.13628,-2.70177,0
2.19911,-2.70177,0
2.26195,-2.70177,0
2.32478,-2.70177,0
2.38761,-2.70177,0
2.45044,-2.70177,0
2.51327,-2.70177,0
2.57611,-2.70177,0
2.63894,-2.70177,0
2.70177,-2.70177,0
2.7646,-2.70177,0
2.82743,-2.70177,0
2.89027,-2.70177,0
2.9531,-2.70177,0
3.01593,-2.70177,0
3.07876,-2.70177,0
-3.14159,-2.63894,0
-3.07876,-2.63894,0
-3.01593,-2.63894,0
-2.9531,-2.63894,0
-2.89027,-2.63894,0
-2.82743,-2.63894,0
-2.7646,-2.63894,0
-2.70177,-2.63894,0
-2.63894,-2.63894,0
-2.57611,-2.63894,0
-2.51327,-2.63894,0
-2.45044,-2.63894,0
-2.38761,-2.63894,0
-2.32478,-2.63894,0
-2.26195,-2.63894,0
-2.19911,-2.63894,0
-2.13628,-2.63894,0
-2.07345,-2.63894,0
-2.01062,-2.63894,0
-1.94779,-2.63894,0
-1.88496,-2.63894,0
-1.82212,-2.63894,0
-1.75929,-2.63894,0
-1.69646,-2.63894,0
-1.63363,-2.63894,0
-1.5708,-2.63894,0
-1.50796,-2.63894,0
-1.44513,-2.63894,0
-1.3823,-2.63894,0
-1.31947,-2.63894,0
-1.25664,-2.63894,0
-1.19381,-2.63894,0
-1.13097,-2.63894,0
-1.06814,-2.63894,0
-1.00531,-2.63894,0
-0.942478,-2.63894,0
-0.879646,-2.63894,0
-0.816814,-2.63894,0
-0.753982,-2.63894,0
-0.69115,-2.63894,0
-0.628319,-2.63894,0
-0.565487,-2.63894,0
-0.502655,-2.63894,0
-0.439823,-2.63894,0
-0.376991,-2.63894,0
-0.314159,-2.63894,0
-0.251327,-2.63894,0
-0.188496,-2.63894,0
-0.125664,-2.63894,0
-0.0628319,-2.63894,0
2.77556e-15,-2.63894,0
0.0628319,-2.63894,0
0.125664,-2.63894,0
0.188496,-2.63894,0
0.251327,-2.63894,0
0.314159,-2.63894,0
0.376991,-2.63894,0
0.439823,-2.63894,0
0.502655,-2.63894,0
0.565487,-2.63894,0
0.628319,-2.63894,0
0.69115,-2.63894,0
0.753982,-2.63894,0
0.816814,-2.63894,0
0.879646,-2.63894,0
0.942478,-2.63894,0
1.00531,-2.63894,0
1.06814,-2.63894,0
1.13097,-2.63894,0
1.19381,-2.63894,0
1.25664,-2.63894,0
1.31947,-2.63894,0
1.3823,-2.63894,0
1.44513,-2.63894,0
1.50796,-2.63894,0
1.5708,-2.63894,0
1.63363,-2.63894,0
1.69646,-2.63894,0
1.75929,-2.63894,0
1.82212,-2.63894,0
1.88496,-2.63894,0
1.94779,-2.63894,0
2.01062,-2.63894,0
2.07345,-2.63894,0
2.13628,-2.63894,0
2.19911,-2.63894,0
2.26195,-2.63894,0
2.32478,-2.63894,0
2.38761,-2.63894,0
2.45044,-2.63894,0
2.51327,-2.63894,0
2.57611,-2.63894,0
2.63894,-2.63894,0
2.70177,-2.63894,0
2.7646,-2.63894,0
2.82743,-2.63894,0
2.89027,-2.63894,0
2.9531,-2.63894,0
3.01593,-2.63894,0
3.07876,-2.63894,0
-3.14159,-2.57611,0
-3.07876,-2.57611,0
-3.01593,-2.57611,0
-2.9531,-2.57611,0
-2.89027,-2.57611,0
-2.82743,-2.57611,0
-2.7646,-2.57611,0
-2.70177,-2.57611,0
-2.63894,-2.57611,0
-2.57611,-2.57611,0
-2.51327,-2.57611,0
-2.45044,-2.57611,0
-2.38761,-2.57611,0
-2.32478,-2.57611,0
-2.26195,-2.57611,0
-2.19911,-2.57611,0
-2.13628,-2.57611,0
-2.07345,-2.57611,0
-2.01062,-2.57611,0
-1.94779,-2.57611,0
-1.88496,-2.57611,0
-1.82212,-2.57611,0
-1.75929,-2.57611,0
-1.69646,-2.57611,0
-1.63363,-2.57611,0
-1.5708,-2.57611,0
-1.50796,-2.57611,0
-1.44513,-2.57611,0
-1.3823,-2.57611,0
-1.31947,-2.57611,0
-1.25664,-2.57611,0
-1.19381,-2.57611,0
-1.13097,-2.57611,0
-1.06814,-2.57611,0
-1.00531,-2.57611,0
-0.942478,-2.57611,0
-0.879646,-2.57611,0
-0.816814,-2.57611,0
-0.753982,-2.57611,0
-0.69115,-2.57611,0
-0.628319,-2.57611,0
-0.565487,-2.57611,0
-0.502655,-2.57611,0
-0.439823,-2.57611,0
-0.376991,-2.57611,0
-0.314159,-2.57611,0
-0.251327,-2.57611,0
-0.188496,-2.57611,0
-0.125664,-2.57611,0
-0.0628319,-2.57611,0
2.77556e-15,-2.57611,0
0.0628319,-2.57611,0
0.125664,-2.57611,0
0.188496,-2.57611,0
0.251327,-2.57611,0
0.314159,-2.57611,0
0.376991,-2.57611,0
0.439823,-2.57611,0
0.502655,-2.57611,0
0.565487,-2.57611,0
0.628319,-2.57611,0
0.69115,-2.57611,0
0.753982,-2.57611,0
0.816814,-2.57611,0
0.879646,-2.57611,0
0.942478,-2.57611,0
1.00531,-2.57611,0
1.06814,-2.57611,0
1.13097,-2.57611,0
1.19381,-2.57611,0
1.25664,-2.57611,0
1.31947,-2.57611,0
1.3823,-2.57611,0
1.44513,-2.57611,0
1.50796,-2.57611,0
1.5708,-2.57611,0
1.63363,-2.57611,0
1.69646,-2.57611,0
1.75929,-2.57611,0
1.82212,-2.57611,0
1.88496,-2.57611,0
1.94779,-2.57611,0
2.01062,-2.57611,0
2.07345,-2.57611,0
2.13628,-2.57611,0
2.19911,-2.57611,0
2.26195,-2.57611,0
2.32478,-2.57611,0
2.38761,-2.57611,0
2.45044,-2.57611,0
2.51327,-2.57611,0
2.57611,-2.57611,0
2.63894,-2.57611,0
2.70177,-2.57611,0
2.7646,-2.57611,0
2.82743,-2.57611,0
2.89027,-2.57611,0
2.9531,-2.57611,0
3.01593,-2.57611,0
3.07876,-2.57611,0
-3.14159,-2.51327,0
-3.07876,-2.51327,0
-3.01593,-2.51327,0
-2.9531,-2.51327,0
-2.89027,-2.51327,0
-2.82743,-2.51327,0
-2.7646,-2.51327,0
-2.70177,-2.51327,0
-2.63894,-2.51327,0
-2.57611,-2.51327,0
-2.51327,-2.51327,0
-2.45044,-2.51327,0
-2.38761,-2.51327,0
-2.32478,-2.51327,0
-2.26195,-2.51327,0
-2.19911,-2.51327,0
-2.13628,-2.51327,0
-2.07345,-2.51327,0
-2.01062,-2.51327,0
-1.94779,-2.51327,0
-1.88496,-2.51327,0
-1.82212,-2.51327,0
-1.75929,-2.51327,0
-1.69646,-2.51327,0
-1.63363,-2.51327,0
-1.5708,-2.51327,0
-1.50796,-2.51327,0
-1.44513,-2.51327,0
-1.3823,-2.51327,0
